,company,transmission,fuel,seller_type,owner,year,km_driven,selling_price
1040,honda city,Manual,Petrol,Individual,Fourth & Above Owner,2003,90000,310000
1041,maruti swift,Manual,Diesel,Individual,Third Owner,2011,190000,375000
1042,ford endeavour,Automatic,Diesel,Individual,First Owner,2016,106000,1950000
1043,tata xenon,Manual,Diesel,Individual,Second Owner,2012,80000,400000
1044,nissan terrano,Manual,Diesel,Individual,Second Owner,2014,80000,550000
1045,maruti eeco,Manual,Petrol,Individual,First Owner,2018,20000,270000
1046,maruti ertiga,Manual,Diesel,Individual,Second Owner,2012,110000,555000
1047,ford ecosport,Manual,Diesel,Individual,Second Owner,2013,60000,500000
1048,skoda laura,Automatic,Diesel,Individual,Second Owner,2010,130000,400000
1049,hyundai eon,Manual,Petrol,Individual,First Owner,2017,28838,280000
1050,tata indica,Manual,Petrol,Individual,First Owner,2008,200000,80000
1051,tata indica,Manual,Diesel,Individual,First Owner,2006,100000,55000
1052,maruti alto,Manual,Petrol,Individual,First Owner,2014,50000,250000
1053,mahindra bolero,Manual,Diesel,Individual,Fourth & Above Owner,2010,190000,250000
1054,mahindra jeep,Manual,Diesel,Individual,Second Owner,2007,100000,95000
1055,mahindra scorpio,Manual,Diesel,Individual,Second Owner,2014,135000,725000
1056,mahindra bolero,Manual,Diesel,Individual,Third Owner,2015,50000,320000
1057,skoda octavia,Automatic,Diesel,Individual,Third Owner,2014,135000,1200000
1058,chevrolet beat,Manual,Diesel,Individual,First Owner,2012,50000,160000
1059,honda jazz,Manual,Diesel,Dealer,First Owner,2018,19571,790000
1060,honda city,Manual,Petrol,Dealer,First Owner,2018,29600,1200000
1061,maruti swift,Manual,Petrol,Individual,First Owner,2011,70000,175000
1062,maruti vitara,Automatic,Diesel,Individual,First Owner,2018,15000,950000
1063,maruti celerio,Manual,Petrol,Individual,First Owner,2019,50000,340000
1064,renault captur,Manual,Diesel,Individual,First Owner,2017,13500,825000
1065,audi a4,Automatic,Petrol,Individual,First Owner,2018,22000,3100000
1066,honda amaze,Manual,Diesel,Dealer,First Owner,2018,25000,780000
1067,toyota corolla,Automatic,Petrol,Individual,Third Owner,2010,80000,350000
1068,honda amaze,Manual,Petrol,Dealer,First Owner,2018,39000,690000
1069,maruti alto,Manual,Petrol,Individual,First Owner,2016,60000,245000
1070,honda amaze,Manual,Diesel,Dealer,First Owner,2018,49000,790000
1071,honda amaze,Manual,Petrol,Dealer,First Owner,2018,48600,680000
1072,hyundai grand,Manual,Petrol,Individual,Second Owner,2017,20000,540000
1073,mahindra kuv,Manual,Petrol,Individual,First Owner,2016,25000,425000
1074,maruti zen,Manual,Petrol,Individual,First Owner,2008,120000,140000
1075,maruti ertiga,Manual,Diesel,Individual,First Owner,2019,30000,1100000
1076,renault lodgy,Manual,Diesel,Individual,First Owner,2015,35000,715000
1077,audi a4,Automatic,Diesel,Dealer,First Owner,2013,86000,1580000
1078,audi q3,Automatic,Diesel,Dealer,First Owner,2015,127643,1750000
1079,tata zest,Manual,Petrol,Dealer,Second Owner,2018,54000,400000
1080,audi a6,Automatic,Diesel,Dealer,First Owner,2014,102354,1750000
1081,audi q5,Automatic,Petrol,Dealer,First Owner,2014,62237,1850000
1082,hyundai santro,Manual,Petrol,Dealer,Second Owner,2005,90000,114999
1083,ford ecosport,Manual,Diesel,Dealer,First Owner,2018,21394,950000
1084,datsun go,Manual,Petrol,Dealer,First Owner,2015,32686,310000
1085,mahindra jeep,Manual,Diesel,Dealer,First Owner,2006,1001,575000
1086,renault pulse,Manual,Diesel,Dealer,First Owner,2017,22000,490000
1087,hyundai grand,Manual,Petrol,Dealer,First Owner,2017,53261,480000
1088,land rover,Automatic,Diesel,Dealer,First Owner,2016,53000,3500000
1089,renault kwid,Manual,Petrol,Dealer,First Owner,2018,10000,370000
1090,maruti baleno,Manual,Diesel,Dealer,First Owner,2017,14000,835000
1091,volkswagen polo,Manual,Petrol,Dealer,First Owner,2017,44000,650000
1092,toyota etios,Manual,Diesel,Dealer,First Owner,2014,39895,670000
1093,chevrolet cruze,Automatic,Diesel,Dealer,First Owner,2017,73000,950000
1094,honda city,Manual,Petrol,Dealer,First Owner,2014,17000,690000
1095,volkswagen polo,Manual,Petrol,Dealer,First Owner,2017,18591,670000
1096,tata nexon,Manual,Diesel,Dealer,First Owner,2017,26766,925000
1097,hyundai eon,Manual,Petrol,Individual,First Owner,2015,30000,250000
1098,tata sumo,Manual,Diesel,Individual,First Owner,2016,42000,509999
1099,honda city,Manual,Diesel,Individual,First Owner,2014,110000,520000
1100,tata indica,Manual,Diesel,Individual,First Owner,2005,100000,100000
1101,tata indica,Manual,Diesel,Individual,Second Owner,2006,300000,85000
1102,tata indigo,Manual,Diesel,Individual,Third Owner,2009,110000,130000
1103,ford ecosport,Manual,Diesel,Dealer,First Owner,2018,27620,950000
1104,ford figo,Manual,Petrol,Individual,First Owner,2015,70000,450000
1105,honda city,Manual,Petrol,Individual,Second Owner,2012,50000,320000
1106,maruti swift,Manual,Diesel,Individual,First Owner,2015,50000,480000
1107,mercedes-benz new,Automatic,Diesel,Individual,First Owner,2014,46000,2490000
1108,toyota innova,Manual,Diesel,Individual,First Owner,2012,82000,790000
1109,maruti omni,Manual,Petrol,Individual,First Owner,2016,120000,120000
1110,maruti alto,Manual,Petrol,Individual,Third Owner,2006,80000,75000
1111,tata indica,Manual,Petrol,Individual,First Owner,2010,70000,99000
1112,maruti s-cross,Manual,Diesel,Individual,First Owner,2018,20000,1015000
1113,mahindra xylo,Manual,Diesel,Individual,Second Owner,2013,200000,250000
1114,toyota innova,Manual,Diesel,Individual,First Owner,2011,120000,520000
1115,hyundai verna,Automatic,Diesel,Individual,First Owner,2018,30000,1100000
1116,toyota innova,Manual,Diesel,Individual,First Owner,2005,223000,200000
1117,maruti swift,Manual,Diesel,Individual,First Owner,2016,60000,525000
1118,hyundai i20,Manual,Petrol,Individual,First Owner,2016,40000,500000
1119,mahindra scorpio,Manual,Diesel,Individual,First Owner,2016,161327,675000
1120,hyundai i10,Manual,Petrol,Individual,Third Owner,2009,60000,150000
1121,mahindra bolero,Manual,Diesel,Individual,First Owner,2007,50000,250000
1122,hyundai grand,Manual,Petrol,Individual,First Owner,2018,6000,450000
1123,hyundai santro,Manual,Petrol,Individual,Second Owner,2009,68000,150000
1124,chevrolet beat,Manual,Diesel,Individual,First Owner,2012,85000,200000
1125,mahindra scorpio,Automatic,Diesel,Individual,First Owner,2011,70000,525000
1126,maruti esteem,Manual,Petrol,Individual,Second Owner,1999,35000,60000
1127,maruti swift,Manual,Diesel,Individual,Second Owner,2010,100000,180000
1128,honda amaze,Manual,Diesel,Individual,First Owner,2015,110000,475000
1129,mahindra scorpio,Automatic,Diesel,Individual,Second Owner,2010,195000,380000
1130,maruti alto,Manual,Petrol,Individual,Second Owner,2015,46000,285000
1131,maruti alto,Manual,Petrol,Individual,Second Owner,2008,60000,91200
1132,datsun redigo,Manual,Petrol,Individual,First Owner,2017,46000,250000
1133,hyundai grand,Manual,Diesel,Individual,First Owner,2015,42000,400000
1134,hyundai santro,Automatic,Petrol,Individual,Second Owner,2006,90000,160000
1135,skoda yeti,Manual,Diesel,Individual,Second Owner,2012,85000,650000
1136,hyundai verna,Manual,Diesel,Individual,Third Owner,2012,120000,409999
1137,ford ecosport,Manual,Diesel,Individual,First Owner,2013,72000,425000
1138,maruti wagon,Manual,CNG,Individual,Second Owner,2013,71000,250000
1139,maruti swift,Manual,Petrol,Individual,Fourth & Above Owner,2009,110000,200000
1140,maruti wagon,Manual,CNG,Individual,Second Owner,2013,71000,250000
1141,volkswagen polo,Manual,Diesel,Individual,Fourth & Above Owner,2010,144000,130000
1142,maruti eeco,Manual,Petrol,Dealer,First Owner,2017,30000,260000
1143,hyundai verna,Manual,Petrol,Dealer,First Owner,2007,65000,155000
1144,honda jazz,Manual,Diesel,Individual,First Owner,2015,38000,450000
1145,maruti sx4,Manual,Petrol,Individual,Second Owner,2012,90000,220000
1146,hyundai i20,Manual,Diesel,Dealer,First Owner,2018,37000,650000
1147,maruti alto,Manual,Petrol,Dealer,First Owner,2018,30000,285000
1148,honda amaze,Automatic,Petrol,Dealer,First Owner,2018,26000,725000
1149,maruti ciaz,Manual,Petrol,Dealer,First Owner,2016,30000,625000
1150,hyundai i20,Manual,Petrol,Dealer,First Owner,2016,23000,550000
1151,hyundai i10,Manual,Petrol,Dealer,First Owner,2012,40000,240000
1152,nissan terrano,Manual,Diesel,Dealer,First Owner,2014,27000,600000
1153,tata new,Manual,Diesel,Dealer,First Owner,2012,65000,350000
1154,hyundai eon,Manual,Petrol,Dealer,First Owner,2015,32000,245000
1155,mahindra bolero,Manual,Diesel,Dealer,First Owner,2016,56000,600000
1156,bmw x1,Automatic,Diesel,Individual,First Owner,2017,30000,2400000
1157,mahindra scorpio,Manual,Diesel,Dealer,First Owner,2014,80000,620000
1158,maruti swift,Manual,Petrol,Dealer,Second Owner,2014,52000,395000
1159,maruti ertiga,Manual,Petrol,Dealer,First Owner,2014,13250,635000
1160,maruti alto,Manual,Petrol,Dealer,First Owner,2011,36000,180000
1161,maruti swift,Manual,Diesel,Dealer,Second Owner,2015,73000,484999
1162,maruti alto,Manual,Petrol,Individual,First Owner,2004,60000,110000
1163,maruti wagon,Manual,Petrol,Individual,Second Owner,2006,60000,150000
1164,chevrolet tavera,Manual,Diesel,Individual,First Owner,2012,110000,400000
1165,tata indica,Manual,Diesel,Individual,Second Owner,2012,70000,200000
1166,renault duster,Manual,Diesel,Individual,Second Owner,2013,60000,302000
1167,maruti swift,Manual,Diesel,Individual,Fourth & Above Owner,2011,90000,215000
1168,maruti wagon,Manual,Petrol,Individual,Second Owner,2004,80000,155000
1169,toyota innova,Manual,Diesel,Individual,Second Owner,2014,101000,1000000
1170,mahindra bolero,Manual,Diesel,Individual,First Owner,2018,44000,550000
1171,maruti swift,Manual,Petrol,Individual,First Owner,2006,45000,200000
1172,mahindra scorpio,Manual,Diesel,Individual,First Owner,2017,120000,750000
1173,maruti zen,Manual,Petrol,Individual,Second Owner,2005,90000,90000
1174,maruti wagon,Manual,Petrol,Individual,Second Owner,2007,120000,80000
1175,hyundai eon,Manual,Petrol,Individual,First Owner,2013,13500,229999
1176,renault kwid,Manual,Petrol,Individual,First Owner,2017,10000,350000
1177,hyundai grand,Manual,Petrol,Individual,Third Owner,2015,25000,325000
1178,tata tigor,Manual,Petrol,Individual,First Owner,2018,8500,450000
1179,maruti sx4,Manual,Diesel,Individual,First Owner,2012,120000,250000
1180,volkswagen polo,Manual,Diesel,Individual,First Owner,2012,120000,225000
1181,maruti alto,Manual,Petrol,Individual,Third Owner,2009,90246,150000
1182,maruti alto,Manual,Petrol,Individual,Second Owner,2008,90000,110000
1183,maruti alto,Manual,Petrol,Individual,Second Owner,2010,40000,150000
1184,maruti gypsy,Manual,Petrol,Individual,Fourth & Above Owner,2000,60000,165000
1185,renault duster,Manual,Diesel,Individual,Second Owner,2017,32000,610000
1186,tata manza,Manual,Diesel,Individual,First Owner,2013,60400,170000
1187,hyundai verna,Manual,Diesel,Individual,Second Owner,2008,70950,150000
1188,hyundai i20,Manual,Diesel,Individual,First Owner,2013,90000,300000
1189,hyundai xcent,Manual,Diesel,Individual,First Owner,2015,72000,375000
1190,maruti swift,Manual,Diesel,Individual,First Owner,2013,90000,390000
1191,hyundai i20,Manual,Petrol,Individual,First Owner,2017,10000,600000
1192,maruti alto,Manual,Petrol,Individual,Second Owner,2014,25000,204999
1193,hyundai verna,Manual,Diesel,Individual,Second Owner,2009,80000,270000
1194,hyundai grand,Manual,Petrol,Individual,First Owner,2017,10000,375000
1195,maruti baleno,Manual,Petrol,Individual,First Owner,2020,1100,700000
1196,maruti swift,Manual,Petrol,Individual,First Owner,2017,40000,455000
1197,hyundai i10,Manual,Petrol,Individual,First Owner,2017,10000,375000
1198,hyundai grand,Manual,Petrol,Individual,First Owner,2014,31491,341000
1199,maruti swift,Manual,Diesel,Individual,Second Owner,2014,107143,200000
1200,maruti ignis,Automatic,Petrol,Individual,First Owner,2017,15000,450000
1201,hyundai santro,Manual,Petrol,Individual,Second Owner,2012,50000,170000
1202,toyota innova,Manual,Diesel,Individual,First Owner,2017,100000,1900000
1203,mahindra bolero,Manual,Diesel,Individual,First Owner,2016,60000,500000
1204,maruti vitara,Manual,Diesel,Individual,First Owner,2016,85000,819999
1205,maruti swift,Manual,Petrol,Individual,Second Owner,2014,40000,351000
1206,hyundai i10,Manual,Petrol,Individual,Second Owner,2011,80000,195000
1207,maruti swift,Manual,Diesel,Individual,Second Owner,2008,82000,250000
1208,maruti zen,Manual,Petrol,Individual,Second Owner,2008,70000,120000
1209,maruti a-star,Manual,Petrol,Individual,Third Owner,2009,70000,180000
1210,mahindra kuv,Manual,Diesel,Individual,First Owner,2016,20000,430000
1211,tata nano,Manual,Petrol,Individual,Second Owner,2012,35000,75000
1212,mahindra xylo,Manual,Diesel,Individual,First Owner,2017,80000,750000
1213,tata nano,Manual,Petrol,Individual,First Owner,2011,40000,60000
1214,toyota innova,Manual,Diesel,Individual,First Owner,2015,46412,1500000
1215,mahindra bolero,Manual,Diesel,Individual,Fourth & Above Owner,2011,150000,390000
1216,mahindra tuv,Manual,Diesel,Individual,First Owner,2016,50000,630000
1217,tata safari,Manual,Diesel,Individual,First Owner,2018,15000,1085000
1218,hyundai i10,Manual,Petrol,Individual,Second Owner,2012,60000,190000
1219,maruti baleno,Automatic,Petrol,Individual,First Owner,2018,25000,550000
1220,maruti alto,Manual,Petrol,Individual,Third Owner,2012,90000,200000
1221,chevrolet spark,Manual,Petrol,Individual,First Owner,2011,60000,165000
1222,ford figo,Manual,Diesel,Individual,First Owner,2013,65000,260000
1223,maruti alto,Manual,Petrol,Individual,First Owner,2011,40000,151000
1224,maruti vitara,Manual,Diesel,Individual,First Owner,2018,50000,780000
1225,tata indica,Manual,Diesel,Individual,Third Owner,2012,80000,175000
1226,tata indica,Manual,Diesel,Dealer,First Owner,2010,107500,170000
1227,tata indica,Manual,Diesel,Dealer,Second Owner,2013,135000,210000
1228,maruti alto,Manual,Petrol,Dealer,Second Owner,2007,43826,90000
1229,hyundai i20,Manual,Petrol,Dealer,First Owner,2016,55838,535000
1230,maruti swift,Manual,Diesel,Dealer,First Owner,2007,112880,195000
1231,tata indica,Manual,Diesel,Individual,Third Owner,2011,90000,140000
1232,nissan sunny,Manual,Petrol,Individual,First Owner,2012,40000,350000
1233,hyundai verna,Manual,Petrol,Individual,First Owner,2013,66000,425000
1234,renault kwid,Manual,Petrol,Individual,First Owner,2017,30300,300000
1235,volkswagen vento,Manual,Diesel,Individual,Second Owner,2013,85000,340000
1236,maruti swift,Manual,Petrol,Dealer,First Owner,2009,80659,250000
1237,chevrolet aveo,Manual,Petrol,Dealer,First Owner,2008,81324,170000
1238,honda amaze,Manual,Diesel,Dealer,First Owner,2013,127884,315000
1239,chevrolet beat,Manual,Petrol,Individual,First Owner,2015,50000,200000
1240,chevrolet beat,Manual,Petrol,Individual,First Owner,2016,25000,300000
1241,honda amaze,Manual,Diesel,Dealer,First Owner,2015,66755,300000
1242,honda city,Manual,Petrol,Dealer,First Owner,2013,123084,380000
1243,maruti swift,Manual,Petrol,Dealer,First Owner,2009,806599,250000
1244,honda amaze,Manual,Diesel,Dealer,First Owner,2013,95851,310000
1245,maruti wagon,Manual,Petrol,Individual,First Owner,2010,50000,260000
1246,maruti omni,Manual,Petrol,Individual,Second Owner,2008,50000,150000
1247,maruti esteem,Manual,Petrol,Individual,Second Owner,2006,60000,85000
1248,maruti alto,Manual,Petrol,Individual,Second Owner,2015,15000,280000
1249,mahindra xylo,Manual,Diesel,Individual,First Owner,2016,40000,850000
1250,datsun go,Manual,Petrol,Individual,Second Owner,2017,20000,375000
1251,hyundai elantra,Manual,Diesel,Individual,Third Owner,2006,120000,125000
1252,chevrolet beat,Manual,Diesel,Individual,First Owner,2012,110000,250000
1253,toyota corolla,Manual,Diesel,Individual,First Owner,2014,234000,715000
1254,hyundai i20,Manual,Diesel,Individual,First Owner,2011,70000,220000
1255,tata indica,Manual,Diesel,Individual,Second Owner,2010,110000,110000
1256,hyundai verna,Manual,Petrol,Individual,Second Owner,2007,84000,150000
1257,nissan sunny,Manual,Diesel,Individual,First Owner,2012,170000,300000
1258,datsun redigo,Manual,Petrol,Individual,First Owner,2017,40000,220000
1259,maruti wagon,Manual,Petrol,Individual,Second Owner,2006,96000,75000
1260,tata indigo,Manual,Diesel,Individual,First Owner,2009,20000,100000
1261,ford figo,Manual,Petrol,Individual,First Owner,2016,15000,380000
1262,hyundai santro,Manual,Petrol,Individual,First Owner,2007,50000,100000
1263,volkswagen passat,Manual,Petrol,Individual,Second Owner,2010,80000,480000
1264,toyota etios,Manual,Diesel,Individual,First Owner,2012,124000,300000
1265,chevrolet beat,Manual,Diesel,Individual,First Owner,2013,70000,190000
1266,ford figo,Manual,Diesel,Individual,Second Owner,2012,130000,190000
1267,ford ecosport,Manual,Petrol,Dealer,First Owner,2017,19014,650000
1268,toyota corolla,Manual,Petrol,Dealer,First Owner,2009,23262,300000
1269,ford freestyle,Manual,Diesel,Dealer,First Owner,2016,29600,700000
1270,hyundai i10,Manual,Petrol,Dealer,First Owner,2015,35925,310000
1271,maruti ignis,Manual,Petrol,Individual,First Owner,2018,12000,500000
1272,toyota etios,Manual,Petrol,Dealer,First Owner,2013,40771,415000
1273,maruti celerio,Automatic,Petrol,Dealer,Second Owner,2015,30500,395000
1274,toyota etios,Manual,Petrol,Dealer,Second Owner,2014,42000,430000
1275,toyota corolla,Manual,Petrol,Dealer,Second Owner,2007,55800,215000
1276,renault duster,Manual,Diesel,Dealer,First Owner,2014,66569,550000
1277,volkswagen polo,Manual,Diesel,Dealer,First Owner,2014,81358,415000
1278,volkswagen polo,Manual,Diesel,Dealer,First Owner,2015,82695,450000
1279,ford figo,Manual,Diesel,Dealer,Second Owner,2014,68293,285000
1280,honda jazz,Automatic,Petrol,Dealer,First Owner,2016,32000,580000
1281,maruti swift,Manual,Diesel,Dealer,First Owner,2014,190621,300000
1282,hyundai verna,Manual,Diesel,Individual,First Owner,2018,60000,1200000
1283,maruti 800,Manual,Petrol,Individual,First Owner,2006,64700,78000
1284,maruti 800,Manual,Petrol,Individual,Second Owner,2002,100000,65000
